"['pruritus genital', ['a23.003.012.008', 'a21.010.001.002'], 0]","['pruritus nec', ['a23.003.012'], 1]","['reproductive tract signs and symptoms nec', ['a21.010.001'], 1]","['epidermal and dermal conditions', ['a23.003'], 2]","['reproductive tract disorders nec', ['a21.010'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['reproductive system and breast disorders', ['a21'], 3]"
"['skin discomfort', ['a23.003.003.006'], 0]","['dermal and epidermal conditions nec', ['a23.003.003'], 1]","['epidermal and dermal conditions', ['a23.003'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['myoclonus', ['a17.002.005.008'], 0]","['neurological signs and symptoms nec', ['a17.002.005'], 1]","['neurological disorders nec', ['a17.002'], 2]","['nervous system disorders', ['a17'], 3]"
"['swollen tongue', ['a07.014.002.003', 'a10.001.005.015', 'a23.004.001.014'], 0]","['tongue signs and symptoms', ['a07.014.002'], 1]","['angioedemas', ['a10.001.005', 'a23.004.001'], 1]","['angioedemas', ['a10.001.005', 'a23.004.001'], 1]","['tongue conditions', ['a07.014'], 2]","['allergic conditions', ['a10.001'], 2]","['angioedema and urticaria', ['a23.004'], 2]","['allergic conditions', ['a10.001'], 2]","['angioedema and urticaria', ['a23.004'], 2]","['gastrointestinal disorders', ['a07'], 3]","['immune system disorders', ['a10'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['immune system disorders', ['a10'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['duodenal ulcer', ['a07.004.002.002'], 0]","['duodenal ulcers and perforation', ['a07.004.002'], 1]","['gastrointestinal ulceration and perforation', ['a07.004'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['glycosuria', ['a20.002.001.005'], 0]","['urinary abnormalities', ['a20.002.001'], 1]","['urinary tract signs and symptoms', ['a20.002'], 2]","['renal and urinary disorders', ['a20'], 3]"
"['anorectal discomfort', ['a07.003.003.003'], 0]","['anal and rectal signs and symptoms', ['a07.003.003'], 1]","['anal and rectal conditions nec', ['a07.003'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['alcohol abuse', ['a19.007.002.007'], 0]","['substance-related disorders', ['a19.007.002'], 1]","['psychiatric disorders nec', ['a19.007'], 2]","['psychiatric disorders', ['a19'], 3]"
"['epilepsy', ['a17.012.003.002'], 0]","['seizures and seizure disorders nec', ['a17.012.003'], 1]","['seizures (incl subtypes)', ['a17.012'], 2]","['nervous system disorders', ['a17'], 3]"
"['arrhythmia', ['a02.003.002.001'], 0]","['rate and rhythm disorders nec', ['a02.003.002'], 1]","['cardiac arrhythmias', ['a02.003'], 2]","['cardiac disorders', ['a02'], 3]"
"['sinus arrhythmia', ['a02.003.003.008'], 0]","['supraventricular arrhythmias', ['a02.003.003'], 1]","['cardiac arrhythmias', ['a02.003'], 2]","['cardiac disorders', ['a02'], 3]"
"['acute psychosis', ['a19.003.001.001'], 0]","['psychotic disorder nec', ['a19.003.001'], 1]","['schizophrenia and other psychotic disorders', ['a19.003'], 2]","['psychiatric disorders', ['a19'], 3]"
"['peripheral ischaemia', ['a24.004.003.002'], 0]","['peripheral vasoconstriction, necrosis and vascular insufficiency', ['a24.004.003'], 1]","['arteriosclerosis, stenosis, vascular insufficiency and necrosis', ['a24.004'], 2]","['vascular disorders', ['a24'], 3]"
"['pulse pressure decreased', ['a13.014.004.008'], 0]","['heart rate and pulse investigations', ['a13.014.004'], 1]","['cardiac and vascular investigations (excl enzyme tests)', ['a13.014'], 2]","['investigations', ['a13'], 3]"
"['choking', ['a22.002.005.001'], 0]","['upper respiratory tract signs and symptoms', ['a22.002.005'], 1]","['respiratory disorders nec', ['a22.002'], 2]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]"
"['paranoia', ['a19.005.001.005'], 0]","['behaviour and socialisation disturbances', ['a19.005.001'], 1]","['personality disorders and disturbances in behaviour', ['a19.005'], 2]","['psychiatric disorders', ['a19'], 3]"
"['onychomycosis', ['a23.009.002.007', 'a11.003.005.007'], 0]","['skin and subcutaneous tissue fungal infections', ['a23.009.002'], 1]","['fungal infections nec', ['a11.003.005'], 1]","['skin and subcutaneous tissue infections and infestations', ['a23.009'], 2]","['fungal infectious disorders', ['a11.003'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['infections and infestations', ['a11'], 3]"
"['palmar erythema', ['a23.003.006.010'], 0]","['erythemas', ['a23.003.006'], 1]","['epidermal and dermal conditions', ['a23.003'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['hyperkinesia', ['a17.001.002.008'], 0]","['dyskinesias and movement disorders nec', ['a17.001.002'], 1]","['movement disorders (incl parkinsonism)', ['a17.001'], 2]","['nervous system disorders', ['a17'], 3]"
"['oesophagitis ulcerative', ['a07.004.005.003'], 0]","['oesophageal ulcers and perforation', ['a07.004.005'], 1]","['gastrointestinal ulceration and perforation', ['a07.004'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['pain in jaw', ['a15.002.001.003'], 0]","['bone related signs and symptoms', ['a15.002.001'], 1]","['bone disorders (excl congenital and fractures)', ['a15.002'], 2]","['musculoskeletal and connective tissue disorders', ['a15'], 3]"
"['azoospermia', ['a21.003.003.001'], 0]","['spermatogenesis and semen disorders', ['a21.003.003'], 1]","['sexual function and fertility disorders', ['a21.003'], 2]","['reproductive system and breast disorders', ['a21'], 3]"
"['aphonia', ['a22.002.005.024', 'a19.019.001.002', 'a17.002.008.009'], 0]","['upper respiratory tract signs and symptoms', ['a22.002.005'], 1]","['communications disorders', ['a19.019.001'], 1]","['speech and language abnormalities', ['a17.002.008'], 1]","['respiratory disorders nec', ['a22.002'], 2]","['communication disorders and disturbances', ['a19.019'], 2]","['neurological disorders nec', ['a17.002'], 2]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]","['psychiatric disorders', ['a19'], 3]","['nervous system disorders', ['a17'], 3]"
"['acute pulmonary oedema', ['a02.005.002.004', 'a22.001.003.005'], 0]","['left ventricular failures', ['a02.005.002'], 1]","['pulmonary oedemas', ['a22.001.003'], 1]","['heart failures', ['a02.005'], 2]","['lower respiratory tract disorders (excl obstruction and infection)', ['a22.001'], 2]","['cardiac disorders', ['a02'], 3]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]"
"['gingival disorder', ['a07.009.003.001'], 0]","['gingival disorders nec', ['a07.009.003'], 1]","['dental and gingival conditions', ['a07.009'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['thrombocytopenic purpura', ['a23.006.001.007', 'a01.008.001.003'], 0]","['purpura and related conditions', ['a23.006.001'], 1]","['thrombocytopenias', ['a01.008.001'], 1]","['skin vascular abnormalities', ['a23.006'], 2]","['platelet disorders', ['a01.008'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['blood and lymphatic system disorders', ['a01'], 3]"
"['substance abuse', ['a19.007.002.006'], 0]","['substance-related disorders', ['a19.007.002'], 1]","['psychiatric disorders nec', ['a19.007'], 2]","['psychiatric disorders', ['a19'], 3]"
"['alanine aminotransferase increased', ['a13.003.001.003'], 0]","['liver function analyses', ['a13.003.001'], 1]","['hepatobiliary investigations', ['a13.003'], 2]","['investigations', ['a13'], 3]"
"['eye haemorrhage', ['a06.007.002.001', 'a24.007.005.002'], 0]","['ocular bleeding and vascular disorders nec', ['a06.007.002'], 1]","['ocular haemorrhagic disorders', ['a24.007.005'], 1]","['ocular haemorrhages and vascular disorders nec', ['a06.007'], 2]","['vascular haemorrhagic disorders', ['a24.007'], 2]","['eye disorders', ['a06'], 3]","['vascular disorders', ['a24'], 3]"
"['choreoathetosis', ['a17.001.001.003'], 0]","['choreiform movements', ['a17.001.001'], 1]","['movement disorders (incl parkinsonism)', ['a17.001'], 2]","['nervous system disorders', ['a17'], 3]"
"['anal fissure', ['a07.003.001.002'], 0]","['anal and rectal disorders nec', ['a07.003.001'], 1]","['anal and rectal conditions nec', ['a07.003'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['neuromyopathy', ['a15.005.003.010', 'a17.005.003.003'], 0]","['muscle related signs and symptoms nec', ['a15.005.003'], 1]","['neuromuscular disorders nec', ['a17.005.003'], 1]","['muscle disorders', ['a15.005'], 2]","['neuromuscular disorders', ['a17.005'], 2]","['musculoskeletal and connective tissue disorders', ['a15'], 3]","['nervous system disorders', ['a17'], 3]"
"['eye discharge', ['a06.004.005.001'], 0]","['ocular infections, inflammations and associated manifestations', ['a06.004.005'], 1]","['ocular infections, irritations and inflammations', ['a06.004'], 2]","['eye disorders', ['a06'], 3]"
"['pancreatitis haemorrhagic', ['a07.018.001.003'], 0]","['acute and chronic pancreatitis', ['a07.018.001'], 1]","['exocrine pancreas conditions', ['a07.018'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['muscle contracture', ['a15.003.001.010'], 0]","['musculoskeletal and connective tissue signs and symptoms nec', ['a15.003.001'], 1]","['musculoskeletal and connective tissue disorders nec', ['a15.003'], 2]","['musculoskeletal and connective tissue disorders', ['a15'], 3]"
"['gingival hypertrophy', ['a07.009.003.006'], 0]","['gingival disorders nec', ['a07.009.003'], 1]","['dental and gingival conditions', ['a07.009'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['dehydration', ['a14.005.005.001'], 0]","['total fluid volume decreased', ['a14.005.005'], 1]","['electrolyte and fluid balance conditions', ['a14.005'], 2]","['metabolism and nutrition disorders', ['a14'], 3]"
"['bladder pain', ['a20.002.002.001'], 0]","['bladder and urethral symptoms', ['a20.002.002'], 1]","['urinary tract signs and symptoms', ['a20.002'], 2]","['renal and urinary disorders', ['a20'], 3]"
"['uterine disorder', ['a21.007.001.006'], 0]","['uterine disorders nec', ['a21.007.001'], 1]","['uterine, pelvic and broad ligament disorders', ['a21.007'], 2]","['reproductive system and breast disorders', ['a21'], 3]"
"['herpes virus infection', ['a11.005.002.008'], 0]","['herpes viral infections', ['a11.005.002'], 1]","['viral infectious disorders', ['a11.005'], 2]","['infections and infestations', ['a11'], 3]"
"['type 2 diabetes mellitus', ['a14.006.001.003', 'a05.006.001.003'], 0]","['diabetes mellitus (incl subtypes)', ['a05.006.001', 'a14.006.001'], 1]","['diabetes mellitus (incl subtypes)', ['a05.006.001', 'a14.006.001'], 1]","['glucose metabolism disorders (incl diabetes mellitus)', ['a05.006', 'a14.006'], 2]","['glucose metabolism disorders (incl diabetes mellitus)', ['a05.006', 'a14.006'], 2]","['glucose metabolism disorders (incl diabetes mellitus)', ['a05.006', 'a14.006'], 2]","['glucose metabolism disorders (incl diabetes mellitus)', ['a05.006', 'a14.006'], 2]","['endocrine disorders', ['a05'], 3]","['metabolism and nutrition disorders', ['a14'], 3]","['endocrine disorders', ['a05'], 3]","['metabolism and nutrition disorders', ['a14'], 3]","['endocrine disorders', ['a05'], 3]","['metabolism and nutrition disorders', ['a14'], 3]","['endocrine disorders', ['a05'], 3]","['metabolism and nutrition disorders', ['a14'], 3]"
"['increased appetite', ['a08.001.009.027', 'a14.003.001.003'], 0]","['feelings and sensations nec', ['a08.001.009'], 1]","['appetite disorders', ['a14.003.001'], 1]","['general system disorders nec', ['a08.001'], 2]","['appetite and general nutritional disorders', ['a14.003'], 2]","['general disorders and administration site conditions', ['a08'], 3]","['metabolism and nutrition disorders', ['a14'], 3]"
"['retinal degeneration', ['a06.009.003.002'], 0]","['retinal structural change, deposit and degeneration', ['a06.009.003'], 1]","['ocular structural change, deposit and degeneration nec', ['a06.009'], 2]","['eye disorders', ['a06'], 3]"
"['aphthous stomatitis', ['a07.005.006.001'], 0]","['stomatitis and ulceration', ['a07.005.006'], 1]","['oral soft tissue conditions', ['a07.005'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['abortion', ['a18.001.001.001'], 0]","['abortions not specified as induced or spontaneous', ['a18.001.001'], 1]","['abortions and stillbirth', ['a18.001'], 2]","['pregnancy, puerperium and perinatal conditions', ['a18'], 3]"
"['antisocial personality disorder', ['a19.005.003.002'], 0]","['personality disorders with dramatic behaviour (cluster b)', ['a19.005.003'], 1]","['personality disorders and disturbances in behaviour', ['a19.005'], 2]","['psychiatric disorders', ['a19'], 3]"
"['ketoacidosis', ['a14.001.001.008'], 0]","['metabolic acidoses (excl diabetic acidoses)', ['a14.001.001'], 1]","['acid-base disorders', ['a14.001'], 2]","['metabolism and nutrition disorders', ['a14'], 3]"
"['hypertonia', ['a15.005.004.007', 'a17.005.002.001'], 0]","['muscle tone abnormalities', ['a15.005.004'], 1]","['muscle tone abnormal', ['a17.005.002'], 1]","['muscle disorders', ['a15.005'], 2]","['neuromuscular disorders', ['a17.005'], 2]","['musculoskeletal and connective tissue disorders', ['a15'], 3]","['nervous system disorders', ['a17'], 3]"
"['orbital oedema', ['a06.009.005.001'], 0]","['orbital structural change, deposit and degeneration', ['a06.009.005'], 1]","['ocular structural change, deposit and degeneration nec', ['a06.009'], 2]","['eye disorders', ['a06'], 3]"
"['orthopnoea', ['a02.001.003.006', 'a22.002.001.020'], 0]","['dyspnoeas', ['a02.001.003'], 1]","['breathing abnormalities', ['a22.002.001'], 1]","['cardiac disorder signs and symptoms', ['a02.001'], 2]","['respiratory disorders nec', ['a22.002'], 2]","['cardiac disorders', ['a02'], 3]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]"
"['testicular disorder', ['a21.013.001.002'], 0]","['testicular and epididymal disorders nec', ['a21.013.001'], 1]","['testicular and epididymal disorders', ['a21.013'], 2]","['reproductive system and breast disorders', ['a21'], 3]"
"['atrioventricular block complete', ['a02.003.001.003'], 0]","['cardiac conduction disorders', ['a02.003.001'], 1]","['cardiac arrhythmias', ['a02.003'], 2]","['cardiac disorders', ['a02'], 3]"
"['mental disorder due to a general medical condition', ['a19.007.003.005'], 0]","['mental disorders due to a general medical condition nec', ['a19.007.003'], 1]","['psychiatric disorders nec', ['a19.007'], 2]","['psychiatric disorders', ['a19'], 3]"
"['erythema multiforme', ['a23.003.001.003', 'a10.001.003.015'], 0]","['bullous conditions', ['a23.003.001'], 1]","['allergic conditions nec', ['a10.001.003'], 1]","['epidermal and dermal conditions', ['a23.003'], 2]","['allergic conditions', ['a10.001'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['immune system disorders', ['a10'], 3]"
"['pleural effusion', ['a22.005.002.002'], 0]","['pneumothorax and pleural effusions nec', ['a22.005.002'], 1]","['pleural disorders', ['a22.005'], 2]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]"
"['intermittent claudication', ['a24.004.003.001'], 0]","['peripheral vasoconstriction, necrosis and vascular insufficiency', ['a24.004.003'], 1]","['arteriosclerosis, stenosis, vascular insufficiency and necrosis', ['a24.004'], 2]","['vascular disorders', ['a24'], 3]"
"['epididymitis', ['a11.001.019.005', 'a21.009.002.001'], 0]","['male reproductive tract infections', ['a11.001.019'], 1]","['testicular and epididymal infections and inflammations', ['a21.009.002'], 1]","['infections - pathogen unspecified', ['a11.001'], 2]","['male reproductive tract infections and inflammations', ['a21.009'], 2]","['infections and infestations', ['a11'], 3]","['reproductive system and breast disorders', ['a21'], 3]"
"['ocular discomfort', ['a06.008.003.008'], 0]","['ocular disorders nec', ['a06.008.003'], 1]","['eye disorders nec', ['a06.008'], 2]","['eye disorders', ['a06'], 3]"
"['vomiting', ['a07.001.007.003'], 0]","['nausea and vomiting symptoms', ['a07.001.007'], 1]","['gastrointestinal signs and symptoms', ['a07.001'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['haemorrhage intracranial', ['a17.008.001.008', 'a24.007.004.003'], 0]","['central nervous system haemorrhages and cerebrovascular accidents', ['a17.008.001'], 1]","['nervous system haemorrhagic disorders', ['a24.007.004'], 1]","['central nervous system vascular disorders', ['a17.008'], 2]","['vascular haemorrhagic disorders', ['a24.007'], 2]","['nervous system disorders', ['a17'], 3]","['vascular disorders', ['a24'], 3]"
"['lip ulceration', ['a07.005.001.006'], 0]","['oral soft tissue disorders nec', ['a07.005.001'], 1]","['oral soft tissue conditions', ['a07.005'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['mediastinal disorder', ['a22.009.003.001'], 0]","['mediastinal disorders', ['a22.009.003'], 1]","['thoracic disorders (excl lung and pleura)', ['a22.009'], 2]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]"
"['balanoposthitis', ['a21.009.003.001'], 0]","['penile and scrotal infections and inflammations', ['a21.009.003'], 1]","['male reproductive tract infections and inflammations', ['a21.009'], 2]","['reproductive system and breast disorders', ['a21'], 3]"
"['retinal vein thrombosis', ['a06.010.001.003', 'a24.001.007.002'], 0]","['retinal bleeding and vascular disorders (excl retinopathy)', ['a06.010.001'], 1]","['retinal embolism and thrombosis', ['a24.001.007'], 1]","['retina, choroid and vitreous haemorrhages and vascular disorders', ['a06.010'], 2]","['embolism and thrombosis', ['a24.001'], 2]","['eye disorders', ['a06'], 3]","['vascular disorders', ['a24'], 3]"
"['teratogenicity', ['a03.002.001.004', 'a12.003.001.032'], 0]","['congenital disorders nec', ['a03.002.001'], 1]","['poisoning and toxicity', ['a12.003.001'], 1]","['congenital and hereditary disorders nec', ['a03.002'], 2]","['exposures, chemical injuries and poisoning', ['a12.003'], 2]","['congenital, familial and genetic disorders', ['a03'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]"
"['hostility', ['a19.005.001.003'], 0]","['behaviour and socialisation disturbances', ['a19.005.001'], 1]","['personality disorders and disturbances in behaviour', ['a19.005'], 2]","['psychiatric disorders', ['a19'], 3]"
"['c-reactive protein increased', ['a13.009.001.007'], 0]","['protein analyses nec', ['a13.009.001'], 1]","['protein and chemistry analyses nec', ['a13.009'], 2]","['investigations', ['a13'], 3]"
"['traumatic liver injury', ['a09.001.008.010', 'a12.001.002.008'], 0]","['hepatic and hepatobiliary disorders nec', ['a09.001.008'], 1]","['abdominal injuries nec', ['a12.001.002'], 1]","['hepatic and hepatobiliary disorders', ['a09.001'], 2]","['injuries nec', ['a12.001'], 2]","['hepatobiliary disorders', ['a09'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]"
"['megacolon', ['a07.002.005.002'], 0]","['non-mechanical ileus', ['a07.002.005'], 1]","['gastrointestinal motility and defaecation conditions', ['a07.002'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['haemarthrosis', ['a24.007.001.046', 'a12.004.003.001', 'a15.001.001.004'], 0]","['haemorrhages nec', ['a24.007.001'], 1]","['bone and joint injuries nec', ['a12.004.003'], 1]","['arthropathies nec', ['a15.001.001'], 1]","['vascular haemorrhagic disorders', ['a24.007'], 2]","['bone and joint injuries', ['a12.004'], 2]","['joint disorders', ['a15.001'], 2]","['vascular disorders', ['a24'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['musculoskeletal and connective tissue disorders', ['a15'], 3]"
"['compartment syndrome', ['a24.004.005.006', 'a15.005.005.005'], 0]","['musculoskeletal necrosis and vascular insufficiency', ['a24.004.005'], 1]","['myopathies', ['a15.005.005'], 1]","['arteriosclerosis, stenosis, vascular insufficiency and necrosis', ['a24.004'], 2]","['muscle disorders', ['a15.005'], 2]","['vascular disorders', ['a24'], 3]","['musculoskeletal and connective tissue disorders', ['a15'], 3]"
"['stereotypy', ['a17.001.002.016', 'a19.011.003.006'], 0]","['dyskinesias and movement disorders nec', ['a17.001.002'], 1]","['stereotypies and automatisms', ['a19.011.003'], 1]","['movement disorders (incl parkinsonism)', ['a17.001'], 2]","['changes in physical activity', ['a19.011'], 2]","['nervous system disorders', ['a17'], 3]","['psychiatric disorders', ['a19'], 3]"
"['atrioventricular block second degree', ['a02.003.001.005'], 0]","['cardiac conduction disorders', ['a02.003.001'], 1]","['cardiac arrhythmias', ['a02.003'], 2]","['cardiac disorders', ['a02'], 3]"
"['medication overuse headache', 0, 0]"
"['dizziness', ['a02.001.002.004', 'a17.002.005.003', 'a24.006.002.007'], 0]","['cardiac signs and symptoms nec', ['a02.001.002'], 1]","['neurological signs and symptoms nec', ['a17.002.005'], 1]","['circulatory collapse and shock', ['a24.006.002'], 1]","['cardiac disorder signs and symptoms', ['a02.001'], 2]","['neurological disorders nec', ['a17.002'], 2]","['decreased and nonspecific blood pressure disorders and shock', ['a24.006'], 2]","['cardiac disorders', ['a02'], 3]","['nervous system disorders', ['a17'], 3]","['vascular disorders', ['a24'], 3]"
"['application site pruritus', ['a12.007.001.005', 'a23.003.012.004', 'a08.002.001.005'], 0]","['application and instillation site reactions', ['a12.007.001', 'a08.002.001'], 1]","['pruritus nec', ['a23.003.012'], 1]","['application and instillation site reactions', ['a12.007.001', 'a08.002.001'], 1]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['epidermal and dermal conditions', ['a23.003'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]"
"['pelvic discomfort', ['a20.002.003.012', 'a21.010.001.012', 'a07.001.006.020'], 0]","['urinary tract signs and symptoms nec', ['a20.002.003'], 1]","['reproductive tract signs and symptoms nec', ['a21.010.001'], 1]","['gastrointestinal signs and symptoms nec', ['a07.001.006'], 1]","['urinary tract signs and symptoms', ['a20.002'], 2]","['reproductive tract disorders nec', ['a21.010'], 2]","['gastrointestinal signs and symptoms', ['a07.001'], 2]","['renal and urinary disorders', ['a20'], 3]","['reproductive system and breast disorders', ['a21'], 3]","['gastrointestinal disorders', ['a07'], 3]"
"['disease progression', ['a08.001.003.038'], 0]","['general signs and symptoms nec', ['a08.001.003'], 1]","['general system disorders nec', ['a08.001'], 2]","['general disorders and administration site conditions', ['a08'], 3]"
"['injection site irritation', ['a12.007.003.027', 'a08.002.003.027'], 0]","['injection site reactions', ['a12.007.003', 'a08.002.003'], 1]","['injection site reactions', ['a12.007.003', 'a08.002.003'], 1]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]"
"['self-injurious ideation', 0, 0]"
"['libido decreased', ['a19.008.003.001', 'a21.003.002.005'], 0]","['sexual desire disorders', ['a19.008.003'], 1]","['sexual function and fertility disorders nec', ['a21.003.002'], 1]","['sexual dysfunctions, disturbances and gender identity disorders', ['a19.008'], 2]","['sexual function and fertility disorders', ['a21.003'], 2]","['psychiatric disorders', ['a19'], 3]","['reproductive system and breast disorders', ['a21'], 3]"
"['prothrombin level increased', ['a13.001.002.011'], 0]","['coagulation and bleeding analyses', ['a13.001.002'], 1]","['haematology investigations (incl blood groups)', ['a13.001'], 2]","['investigations', ['a13'], 3]"
"['blood albumin decreased', ['a13.009.001.001'], 0]","['protein analyses nec', ['a13.009.001'], 1]","['protein and chemistry analyses nec', ['a13.009'], 2]","['investigations', ['a13'], 3]"
"['suicidal ideation', ['a19.012.001.003'], 0]","['suicidal and self-injurious behaviour', ['a19.012.001'], 1]","['suicidal and self-injurious behaviours nec', ['a19.012'], 2]","['psychiatric disorders', ['a19'], 3]"
"['breast pain', ['a21.005.005.003'], 0]","['breast signs and symptoms', ['a21.005.005'], 1]","['breast disorders', ['a21.005'], 2]","['reproductive system and breast disorders', ['a21'], 3]"
