"['anaphylactoid reaction', ['a10.001.002.003', 'a24.006.003.007'], 0]","['anaphylactic responses', ['a10.001.002'], 1]","['vascular hypotensive disorders', ['a24.006.003'], 1]","['allergic conditions', ['a10.001'], 2]","['decreased and nonspecific blood pressure disorders and shock', ['a24.006'], 2]","['immune system disorders', ['a10'], 3]","['vascular disorders', ['a24'], 3]"
"['aneurysm', ['a24.002.001.001'], 0]","['aneurysms and dissections non-site specific', ['a24.002.001'], 1]","['aneurysms and artery dissections', ['a24.002'], 2]","['vascular disorders', ['a24'], 3]"
"['anger', ['a19.004.002.001'], 0]","['emotional and mood disturbances nec', ['a19.004.002'], 1]","['mood disorders and disturbances nec', ['a19.004'], 2]","['psychiatric disorders', ['a19'], 3]"
"['angina pectoris', ['a02.002.002.002', 'a24.004.004.002'], 0]","['ischaemic coronary artery disorders', ['a02.002.002'], 1]","['coronary necrosis and vascular insufficiency', ['a24.004.004'], 1]","['coronary artery disorders', ['a02.002'], 2]","['arteriosclerosis, stenosis, vascular insufficiency and necrosis', ['a24.004'], 2]","['cardiac disorders', ['a02'], 3]","['vascular disorders', ['a24'], 3]"
"['angioedema', ['a10.001.005.009', 'a23.004.001.001'], 0]","['angioedemas', ['a10.001.005', 'a23.004.001'], 1]","['allergic conditions', ['a10.001'], 2]","['angioedema and urticaria', ['a23.004'], 2]","['immune system disorders', ['a10'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['angiopathy', ['a24.003.002.007'], 0]","['non-site specific vascular disorders nec', ['a24.003.002'], 1]","['vascular disorders nec', ['a24.003'], 2]","['vascular disorders', ['a24'], 3]"
"['angle closure glaucoma', ['a06.003.001.001'], 0]","['glaucomas (excl congenital)', ['a06.003.001'], 1]","['glaucoma and ocular hypertension', ['a06.003'], 2]","['eye disorders', ['a06'], 3]"
"['anorectal discomfort', ['a07.003.003.003'], 0]","['anal and rectal signs and symptoms', ['a07.003.003'], 1]","['anal and rectal conditions nec', ['a07.003'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['anorectal disorder', ['a07.003.001.001'], 0]","['anal and rectal disorders nec', ['a07.003.001'], 1]","['anal and rectal conditions nec', ['a07.003'], 2]","['gastrointestinal disorders', ['a07'], 3]"
"['anorgasmia', ['a19.008.001.001'], 0]","['orgasmic disorders and disturbances', ['a19.008.001'], 1]","['sexual dysfunctions, disturbances and gender identity disorders', ['a19.008'], 2]","['psychiatric disorders', ['a19'], 3]"
"['antisocial behaviour', ['a19.005.001.010'], 0]","['behaviour and socialisation disturbances', ['a19.005.001'], 1]","['personality disorders and disturbances in behaviour', ['a19.005'], 2]","['psychiatric disorders', ['a19'], 3]"
"['antisocial personality disorder', ['a19.005.003.002'], 0]","['personality disorders with dramatic behaviour (cluster b)', ['a19.005.003'], 1]","['personality disorders and disturbances in behaviour', ['a19.005'], 2]","['psychiatric disorders', ['a19'], 3]"
"['anuria', ['a20.001.003.002'], 0]","['renal failure and impairment', ['a20.001.003'], 1]","['renal disorders (excl nephropathies)', ['a20.001'], 2]","['renal and urinary disorders', ['a20'], 3]"
"['anxiety', ['a19.006.002.002'], 0]","['anxiety symptoms', ['a19.006.002'], 1]","['anxiety disorders and symptoms', ['a19.006'], 2]","['psychiatric disorders', ['a19'], 3]"
"['apathy', ['a19.004.004.002'], 0]","['mood disorders nec', ['a19.004.004'], 1]","['mood disorders and disturbances nec', ['a19.004'], 2]","['psychiatric disorders', ['a19'], 3]"
"['aphasia', ['a17.002.003.001', 'a19.021.001.001'], 0]","['cortical dysfunction nec', ['a17.002.003'], 1]","['specific cognitive ability disturbances', ['a19.021.001'], 1]","['neurological disorders nec', ['a17.002'], 2]","['cognitive and attention disorders and disturbances', ['a19.021'], 2]","['nervous system disorders', ['a17'], 3]","['psychiatric disorders', ['a19'], 3]"
"['aplasia pure red cell', ['a01.003.003.001', 'a10.002.001.003'], 0]","['marrow depression and hypoplastic anaemias', ['a01.003.003'], 1]","['immune and associated conditions nec', ['a10.002.001'], 1]","['anaemias nonhaemolytic and marrow depression', ['a01.003'], 2]","['immune disorders nec', ['a10.002'], 2]","['blood and lymphatic system disorders', ['a01'], 3]","['immune system disorders', ['a10'], 3]"
"['aplastic anaemia', ['a01.003.003.002'], 0]","['marrow depression and hypoplastic anaemias', ['a01.003.003'], 1]","['anaemias nonhaemolytic and marrow depression', ['a01.003'], 2]","['blood and lymphatic system disorders', ['a01'], 3]"
"['apnoea', ['a22.002.001.001'], 0]","['breathing abnormalities', ['a22.002.001'], 1]","['respiratory disorders nec', ['a22.002'], 2]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]"
"['appendicitis', ['a07.019.001.001', 'a11.001.007.001'], 0]","['intestinal infections', ['a07.019.001'], 1]","['abdominal and gastrointestinal infections', ['a11.001.007'], 1]","['gastrointestinal infections', ['a07.019'], 2]","['infections - pathogen unspecified', ['a11.001'], 2]","['gastrointestinal disorders', ['a07'], 3]","['infections and infestations', ['a11'], 3]"
"['application site burn', ['a08.002.001.038', 'a12.007.001.038', 'a23.003.011.013'], 0]","['application and instillation site reactions', ['a12.007.001', 'a08.002.001'], 1]","['skin injuries and mechanical dermatoses', ['a23.003.011'], 1]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['epidermal and dermal conditions', ['a23.003'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['application site dryness', ['a08.002.001.011', 'a23.003.003.024', 'a12.007.001.011'], 0]","['application and instillation site reactions', ['a12.007.001', 'a08.002.001'], 1]","['dermal and epidermal conditions nec', ['a23.003.003'], 1]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['epidermal and dermal conditions', ['a23.003'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['application site erythema', ['a08.002.001.001', 'a23.003.006.005', 'a12.007.001.001'], 0]","['application and instillation site reactions', ['a12.007.001', 'a08.002.001'], 1]","['erythemas', ['a23.003.006'], 1]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['epidermal and dermal conditions', ['a23.003'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['application site irritation', ['a12.007.001.003', 'a08.002.001.003'], 0]","['application and instillation site reactions', ['a12.007.001', 'a08.002.001'], 1]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]"
"['application site pain', ['a08.002.001.004', 'a12.007.001.004'], 0]","['application and instillation site reactions', ['a12.007.001', 'a08.002.001'], 1]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]"
"['application site paraesthesia', ['a17.002.006.012', 'a08.002.001.026', 'a12.007.001.026'], 0]","['paraesthesias and dysaesthesias', ['a17.002.006'], 1]","['application and instillation site reactions', ['a12.007.001', 'a08.002.001'], 1]","['neurological disorders nec', ['a17.002'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['nervous system disorders', ['a17'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]"
"['application site pruritus', ['a12.007.001.005', 'a23.003.012.004', 'a08.002.001.005'], 0]","['application and instillation site reactions', ['a12.007.001', 'a08.002.001'], 1]","['pruritus nec', ['a23.003.012'], 1]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['epidermal and dermal conditions', ['a23.003'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['application site rash', ['a12.007.001.016', 'a08.002.001.016', 'a23.003.013.008'], 0]","['application and instillation site reactions', ['a12.007.001', 'a08.002.001'], 1]","['rashes, eruptions and exanthems nec', ['a23.003.013'], 1]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['epidermal and dermal conditions', ['a23.003'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['skin and subcutaneous tissue disorders', ['a23'], 3]"
"['application site reaction', ['a08.002.001.006', 'a12.007.001.006'], 0]","['application and instillation site reactions', ['a12.007.001', 'a08.002.001'], 1]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]"
"['application site vesicles', ['a23.003.001.009', 'a12.007.001.009', 'a08.002.001.009'], 0]","['bullous conditions', ['a23.003.001'], 1]","['application and instillation site reactions', ['a12.007.001', 'a08.002.001'], 1]","['epidermal and dermal conditions', ['a23.003'], 2]","['administration site reactions', ['a12.007', 'a08.002'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['injury, poisoning and procedural complications', ['a12'], 3]","['general disorders and administration site conditions', ['a08'], 3]"
"['apraxia', ['a17.002.003.002', 'a19.021.001.002'], 0]","['cortical dysfunction nec', ['a17.002.003'], 1]","['specific cognitive ability disturbances', ['a19.021.001'], 1]","['neurological disorders nec', ['a17.002'], 2]","['cognitive and attention disorders and disturbances', ['a19.021'], 2]","['nervous system disorders', ['a17'], 3]","['psychiatric disorders', ['a19'], 3]"
"['arrhythmia', ['a02.003.002.001'], 0]","['rate and rhythm disorders nec', ['a02.003.002'], 1]","['cardiac arrhythmias', ['a02.003'], 2]","['cardiac disorders', ['a02'], 3]"
"['arrhythmia supraventricular', ['a02.003.003.001'], 0]","['supraventricular arrhythmias', ['a02.003.003'], 1]","['cardiac arrhythmias', ['a02.003'], 2]","['cardiac disorders', ['a02'], 3]"
"['arteriosclerosis', ['a24.004.002.001'], 0]","['non-site specific necrosis and vascular insufficiency nec', ['a24.004.002'], 1]","['arteriosclerosis, stenosis, vascular insufficiency and necrosis', ['a24.004'], 2]","['vascular disorders', ['a24'], 3]"
"['arthralgia', ['a15.001.002.001'], 0]","['joint related signs and symptoms', ['a15.001.002'], 1]","['joint disorders', ['a15.001'], 2]","['musculoskeletal and connective tissue disorders', ['a15'], 3]"
"['arthritis', ['a15.001.001.001'], 0]","['arthropathies nec', ['a15.001.001'], 1]","['joint disorders', ['a15.001'], 2]","['musculoskeletal and connective tissue disorders', ['a15'], 3]"
"['arthropathy', ['a15.001.001.003'], 0]","['arthropathies nec', ['a15.001.001'], 1]","['joint disorders', ['a15.001'], 2]","['musculoskeletal and connective tissue disorders', ['a15'], 3]"
"['ascites', ['a07.007.001.001', 'a09.001.005.003', 'a02.005.004.002'], 0]","['peritoneal and retroperitoneal disorders', ['a07.007.001'], 1]","['hepatobiliary signs and symptoms', ['a09.001.005'], 1]","['heart failure signs and symptoms', ['a02.005.004'], 1]","['peritoneal and retroperitoneal conditions', ['a07.007'], 2]","['hepatic and hepatobiliary disorders', ['a09.001'], 2]","['heart failures', ['a02.005'], 2]","['gastrointestinal disorders', ['a07'], 3]","['hepatobiliary disorders', ['a09'], 3]","['cardiac disorders', ['a02'], 3]"
"['asocial behaviour', ['a19.005.001.011'], 0]","['behaviour and socialisation disturbances', ['a19.005.001'], 1]","['personality disorders and disturbances in behaviour', ['a19.005'], 2]","['psychiatric disorders', ['a19'], 3]"
"['aspartate aminotransferase increased', ['a13.003.001.006'], 0]","['liver function analyses', ['a13.003.001'], 1]","['hepatobiliary investigations', ['a13.003'], 2]","['investigations', ['a13'], 3]"
"['asthenia', ['a08.001.001.001'], 0]","['asthenic conditions', ['a08.001.001'], 1]","['general system disorders nec', ['a08.001'], 2]","['general disorders and administration site conditions', ['a08'], 3]"
"['asthenopia', ['a06.001.001.002'], 0]","['ocular sensation disorders', ['a06.001.001'], 1]","['ocular sensory symptoms nec', ['a06.001'], 2]","['eye disorders', ['a06'], 3]"
"['asthma', ['a10.001.003.010', 'a22.003.001.002'], 0]","['allergic conditions nec', ['a10.001.003'], 1]","['bronchospasm and obstruction', ['a22.003.001'], 1]","['allergic conditions', ['a10.001'], 2]","['bronchial disorders (excl neoplasms)', ['a22.003'], 2]","['immune system disorders', ['a10'], 3]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]"
"['ataxia', ['a08.001.002.004', 'a17.002.002.001'], 0]","['gait disturbances', ['a08.001.002'], 1]","['coordination and balance disturbances', ['a17.002.002'], 1]","['general system disorders nec', ['a08.001'], 2]","['neurological disorders nec', ['a17.002'], 2]","['general disorders and administration site conditions', ['a08'], 3]","['nervous system disorders', ['a17'], 3]"
"['atelectasis', ['a22.001.002.001'], 0]","['parenchymal lung disorders nec', ['a22.001.002'], 1]","['lower respiratory tract disorders (excl obstruction and infection)', ['a22.001'], 2]","['respiratory, thoracic and mediastinal disorders', ['a22'], 3]"
"['atrial fibrillation', ['a02.003.003.002'], 0]","['supraventricular arrhythmias', ['a02.003.003'], 1]","['cardiac arrhythmias', ['a02.003'], 2]","['cardiac disorders', ['a02'], 3]"
"['atrial flutter', ['a02.003.003.003'], 0]","['supraventricular arrhythmias', ['a02.003.003'], 1]","['cardiac arrhythmias', ['a02.003'], 2]","['cardiac disorders', ['a02'], 3]"
"['atrioventricular block', ['a02.003.001.002'], 0]","['cardiac conduction disorders', ['a02.003.001'], 1]","['cardiac arrhythmias', ['a02.003'], 2]","['cardiac disorders', ['a02'], 3]"
"['atrioventricular block complete', ['a02.003.001.003'], 0]","['cardiac conduction disorders', ['a02.003.001'], 1]","['cardiac arrhythmias', ['a02.003'], 2]","['cardiac disorders', ['a02'], 3]"
"['atrioventricular block first degree', ['a02.003.001.004'], 0]","['cardiac conduction disorders', ['a02.003.001'], 1]","['cardiac arrhythmias', ['a02.003'], 2]","['cardiac disorders', ['a02'], 3]"
"['autonomic nervous system imbalance', ['a17.005.001.011', 'a08.001.001.010', 'a24.006.001.005'], 0]","['autonomic nervous system disorders', ['a17.005.001'], 1]","['asthenic conditions', ['a08.001.001'], 1]","['blood pressure disorders nec', ['a24.006.001'], 1]","['neuromuscular disorders', ['a17.005'], 2]","['general system disorders nec', ['a08.001'], 2]","['decreased and nonspecific blood pressure disorders and shock', ['a24.006'], 2]","['nervous system disorders', ['a17'], 3]","['general disorders and administration site conditions', ['a08'], 3]","['vascular disorders', ['a24'], 3]"
"['azotaemia', ['a20.001.001.001'], 0]","['renal failure complications', ['a20.001.001'], 1]","['renal disorders (excl nephropathies)', ['a20.001'], 2]","['renal and urinary disorders', ['a20'], 3]"
"['back pain', ['a15.003.004.005'], 0]","['musculoskeletal and connective tissue pain and discomfort', ['a15.003.004'], 1]","['musculoskeletal and connective tissue disorders nec', ['a15.003'], 2]","['musculoskeletal and connective tissue disorders', ['a15'], 3]"
"['bacteraemia', ['a11.001.011.001'], 0]","['sepsis, bacteraemia, viraemia and fungaemia nec', ['a11.001.011'], 1]","['infections - pathogen unspecified', ['a11.001'], 2]","['infections and infestations', ['a11'], 3]"
"['bacterial infection', ['a11.002.001.005'], 0]","['bacterial infections nec', ['a11.002.001'], 1]","['bacterial infectious disorders', ['a11.002'], 2]","['infections and infestations', ['a11'], 3]"
"['balance disorder', ['a17.002.002.007'], 0]","['coordination and balance disturbances', ['a17.002.002'], 1]","['neurological disorders nec', ['a17.002'], 2]","['nervous system disorders', ['a17'], 3]"
"['basal cell carcinoma', ['a16.003.002.001', 'a23.008.002.001'], 0]","['skin neoplasms malignant and unspecified (excl melanoma)', ['a16.003.002', 'a23.008.002'], 1]","['skin neoplasms malignant and unspecified', ['a23.008', 'a16.003'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['neoplasms benign, malignant and unspecified (incl cysts and polyps)', ['a16'], 3]"
"['benign neoplasm of skin', ['a23.010.001.006', 'a16.026.001.006'], 0]","['skin neoplasms benign', ['a16.026.001', 'a23.010.001'], 1]","['cutaneous neoplasms benign', ['a23.010', 'a16.026'], 2]","['skin and subcutaneous tissue disorders', ['a23'], 3]","['neoplasms benign, malignant and unspecified (incl cysts and polyps)', ['a16'], 3]"
"['biliary colic', ['a09.002.001.001'], 0]","['bile duct infections and inflammations', ['a09.002.001'], 1]","['bile duct disorders', ['a09.002'], 2]","['hepatobiliary disorders', ['a09'], 3]"
"['bipolar disorder', ['a19.016.001.003'], 0]","['bipolar disorders', ['a19.016.001'], 1]","['manic and bipolar mood disorders and disturbances', ['a19.016'], 2]","['psychiatric disorders', ['a19'], 3]"
"['bipolar i disorder', ['a19.016.001.002'], 0]","['bipolar disorders', ['a19.016.001'], 1]","['manic and bipolar mood disorders and disturbances', ['a19.016'], 2]","['psychiatric disorders', ['a19'], 3]"
"['bladder cancer', ['a16.008.001.001', 'a20.003.004.001'], 0]","['bladder neoplasms malignant', ['a16.008.001'], 1]","['bladder neoplasms', ['a20.003.004'], 1]","['renal and urinary tract neoplasms malignant and unspecified', ['a16.008'], 2]","['bladder and bladder neck disorders (excl calculi)', ['a20.003'], 2]","['neoplasms benign, malignant and unspecified (incl cysts and polyps)', ['a16'], 3]","['renal and urinary disorders', ['a20'], 3]"
"['bladder pain', ['a20.002.002.001'], 0]","['bladder and urethral symptoms', ['a20.002.002'], 1]","['urinary tract signs and symptoms', ['a20.002'], 2]","['renal and urinary disorders', ['a20'], 3]"
